"Word1","éOìáóRãIïv47_ìêëØ","éOìáóRãIïv49_âºñ ÇÃçêîí","éOìáóRãIïv50_à§ÇÃäâÇ´","éOìáóRãIïv50_ì˙ójì˙","éOìáóRãIïv50_âìèÊâÔ","éOìáóRãIïv50_ê¬ÇÃéûë„","éOìáóRãIïv52_ñßñÚ","éOìáóRãIïv53_óë","éOìáóRãIïv53_í™ëõ","éOìáóRãIïv54_éçÇèëÇ≠è≠îN","éOìáóRãIïv55_íæÇﬂÇÈëÍ","éOìáóRãIïv55_äCÇ∆ó[èƒ","éOìáóRãIïv56_ã‡ätéõ","éOìáóRãIïv57_èóï˚","éOìáóRãIïv60_ïSñúâ~ê˜ñ›","éOìáóRãIïv61_óJçë","éOìáóRãIïv62_ñXéqÇÃâ‘","éOìáóRãIïv62_åé","éOìáóRãIïv63_â¬à£ÇªÇ§Ç»ÉoÉo","éOìáóRãIïv65_åé‡WëëäÔÊù","éOìáóRãIïv66_çrñÏÇÊÇË","éOìáóRãIïv67_éûåv","éOìáóRãIïv69_óñóÀâ§","êÏí[çNê¨26_à…ì§ÇÃóxéq","êÏí[çNê¨29_â∑êÚèh","êÏí[çNê¨32_ùRèÓâÃ","êÏí[çNê¨33_éUÇËÇ ÇÈÇ","êÏí[çNê¨33_ã◊èb","êÏí[çNê¨37_ê·çë","êÏí[çNê¨40_ñÈÇÃÇ≥Ç¢Ç±ÇÎ","êÏí[çNê¨40_ïÍÇÃèâóˆ","êÏí[çNê¨42_ñºêl","êÏí[çNê¨46_çƒâÔ","êÏí[çNê¨46_ê∂ñΩÇÃé˜","êÏí[çNê¨49_êÁâHíﬂ","êÏí[çNê¨49_éRÇÃâπ","êÏí[çNê¨50_ïëïP","êÏí[çNê¨53_îgêÁíπ","êÏí[çNê¨54_Ç›Ç∏Ç§Ç›","êÏí[çNê¨56_èóÇ≈Ç†ÇÈÇ±Ç∆","êÏí[çNê¨60_ñ∞ÇÍÇÈî¸èó","êÏí[çNê¨61_å√ìs","êÏí[çNê¨61_î¸ÇµÇ≥Ç∆à£ÇµÇ›Ç∆","êÏí[çNê¨63_ï–òr","êÏí[çNê¨68_èHÇÃñÏÇ…","êÏí[çNê¨69_ó[ì˙ñÏ","êÏí[çNê¨70_îØÇÕí∑Ç≠","êÏí[çNê¨72_éOìáóRãIïv","êÏí[çNê¨72_óFêlÇÃç»"
"Ç‚Ç‚",2,4,2,2,1,0,11,0,2,0,9,1,8,1,1,3,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,2,0,2,5,14,15,11,1,1,1,0,1,0
"êÊê∂",4,4,4,0,0,6,17,0,6,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,1,0,1,0,7,0,0,1,0,1,0,0,0,0
"ã¥",1,0,5,3,13,1,9,0,0,0,4,0,7,0,0,0,1,0,0,2,0,0,0,9,6,1,2,0,2,0,0,0,1,0,0,2,0,3,21,7,0,7,1,0,0,0,0,0,0
"ímÇÍ",2,3,8,0,0,4,5,2,2,1,4,0,14,1,0,1,0,0,0,1,1,1,1,0,0,3,3,0,8,0,1,3,0,1,2,7,0,5,7,5,3,5,4,0,0,0,0,0,0
"é©å»",13,15,3,1,0,9,15,0,0,1,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,3,4,0,1,4,2,0,0,12,0,0,0,0,0,0
"óxéq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Ç∆Ç…Ç©Ç≠",2,3,6,0,0,3,6,0,2,1,7,0,4,0,1,1,0,1,1,0,0,1,0,0,4,0,8,3,4,0,3,12,1,0,2,6,1,0,3,5,6,5,4,0,0,0,0,1,0
"Ç‰Ç´",5,5,5,0,0,6,9,0,6,2,6,0,14,1,2,3,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,3,1,0,1,2,7,3,3,6,1,3,3,1,0,0,0,0,1
"éÂêl",8,8,16,0,0,3,9,1,0,0,11,0,2,0,0,0,0,0,0,1,1,0,0,1,5,1,0,0,7,0,0,4,0,0,0,4,2,0,2,11,0,7,0,0,3,0,0,0,0
"ñÖ",2,40,2,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,4,0,0,1,8,7,13,0,5,0,2,7,0,0,0,0,0,0
"Ç≠",14,6,10,0,0,4,15,0,8,0,10,0,10,1,1,0,0,0,1,1,0,2,0,1,0,0,2,0,3,0,0,2,0,0,0,1,0,0,5,3,0,3,3,0,0,0,0,0,0
"êÿ",9,13,4,0,2,10,12,4,6,0,14,0,12,1,0,0,0,0,1,2,2,1,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0
"åƒÇŒ",2,5,12,0,0,5,10,0,4,2,3,1,10,5,0,0,0,1,0,1,1,0,0,2,1,1,0,0,5,0,0,0,0,3,0,2,2,2,1,14,0,7,3,0,1,0,0,0,0
"ç∑",24,13,11,0,1,10,14,0,0,0,7,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,5,2,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0
"åæÇ¶",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,12,0,0,10,2,2,9,10,2,2,7,22,4,5,7,0,1,0,1,0,0
"ïîï™",2,16,4,1,2,3,19,5,1,1,15,0,18,0,3,1,3,0,0,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ÇŸÇË",7,9,8,1,0,8,12,1,1,1,11,1,25,5,3,2,0,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ëºêl",12,3,3,2,0,4,8,0,1,5,17,0,20,1,3,1,0,3,0,0,5,0,0,0,0,0,5,1,0,0,0,1,0,0,1,3,3,1,0,2,0,0,0,0,0,0,0,0,0
"î†",0,3,3,1,0,3,3,0,10,0,5,0,9,0,0,0,0,0,0,0,0,1,0,1,6,0,4,2,9,0,0,1,0,0,13,5,5,1,9,8,1,2,0,0,0,0,0,0,0
"çlÇ÷ÇÈ",3,15,19,0,1,5,14,0,8,4,11,0,17,0,0,2,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"åC",3,13,11,3,0,7,13,1,2,0,5,0,6,0,0,0,1,1,0,0,4,0,0,0,1,0,5,0,1,2,0,0,0,1,0,4,1,3,13,0,0,3,1,0,0,0,0,0,0
"Ç≤ÇÎ",2,4,6,0,0,5,7,0,4,0,5,0,10,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,2,0,0,5,0,3,3,9,1,1,5,12,1,10,4,0,0,0,0,0,0
"ÇﬁÇ©Ç§",4,14,6,1,2,10,12,0,6,0,22,1,16,1,2,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ÉKÉâÉX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,22,0,0,3,0,0,1,6,6,5,17,18,0,1,4,9,0,0,0,0,0
"éo",17,8,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,46,3,2,1,14,0,2,0,0,0,0,0,0,0
"å∂",8,1,1,0,0,0,8,0,1,0,4,4,9,2,0,2,0,0,0,0,1,0,0,0,3,4,0,0,0,0,1,0,0,1,0,1,3,2,18,3,13,2,9,2,1,0,0,0,0
"çöÇø",15,9,14,2,2,12,5,1,2,0,6,1,22,1,1,2,0,2,0,0,2,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ëÍéq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"çﬂ",1,10,13,0,3,3,11,0,3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,2,0,0,0,0,1,8,2,8,8,1,10,7,0,2,0,0,0,0,0,0
"íÉ",3,0,9,1,0,2,2,3,6,0,7,0,7,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,1,0,20,8,1,1,1,8,1,2,10,0,0,0,0,1,0
"óVÇ—",9,24,1,0,0,3,6,0,5,0,7,1,3,0,3,1,0,2,1,1,0,0,0,3,3,0,5,0,5,1,0,9,0,0,0,0,0,1,1,2,3,1,1,0,1,0,1,0,0
"çÇ",4,6,6,0,0,29,2,0,4,0,7,0,6,0,1,1,0,0,1,0,0,0,0,1,2,0,0,1,5,0,0,0,0,0,0,3,3,6,5,1,1,8,0,0,0,1,0,0,0
"Ç®Ç≥Ç¶",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,1,9,1,0,3,8,11,1,10,19,6,9,13,1,0,0,0,0,1
"Ç–ÇÎÇ∞",2,4,8,1,1,3,9,0,4,0,5,0,13,2,2,0,0,2,0,0,3,2,0,0,0,0,3,0,0,0,0,1,0,0,2,3,1,1,7,7,3,10,3,0,1,0,0,0,0
"àÍî‘",10,1,1,1,0,1,2,0,7,0,12,0,0,0,0,0,0,1,0,0,1,2,0,3,4,3,3,4,21,1,0,7,1,1,1,5,1,2,0,3,0,2,2,0,0,0,0,0,0
"âΩåÃ",13,12,13,1,2,5,10,0,3,1,10,2,27,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ì¸ÇÈ",5,5,9,2,0,7,8,0,12,0,13,0,10,1,7,1,0,0,2,0,0,0,0,3,3,2,0,1,9,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"à’",1,1,0,0,0,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ç´Ç±Ç¶",11,8,7,0,1,9,8,3,11,3,11,2,13,1,3,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ÇæÇ©ÇÁ",6,6,5,0,0,5,4,0,0,1,16,0,11,0,2,1,0,1,3,0,1,0,0,3,7,0,9,3,5,0,0,1,0,1,0,3,0,0,1,1,1,2,2,0,1,0,0,0,0
"éÄÇ ",14,6,3,1,0,4,7,0,1,0,3,0,2,0,0,2,0,0,1,0,0,0,0,0,3,0,0,2,5,0,2,4,2,11,4,9,1,2,1,3,1,1,2,1,1,1,0,1,1
"îÊÇÍ",10,12,10,3,0,2,13,1,3,0,8,1,7,0,1,0,1,1,0,0,1,2,0,0,0,0,3,0,2,0,2,10,2,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0
"ñ∞ÇË",2,4,7,0,0,0,5,1,3,0,2,0,6,0,0,1,0,0,0,0,6,0,0,0,2,2,3,0,1,2,0,3,0,0,1,3,1,1,1,8,29,1,1,5,0,0,1,0,0
"êŒíi",1,3,14,0,0,0,3,0,28,0,2,0,18,0,0,0,0,1,0,2,0,1,0,1,2,0,0,0,4,0,0,0,2,0,0,0,1,0,2,2,0,5,10,0,0,0,0,0,0
"é·",21,2,3,0,1,6,14,0,4,0,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,0,0,1,1,0,0,7,10,7,0,2,0,0,0,0,0,1
"ãﬂÇ¢",4,5,3,0,1,1,7,0,1,0,5,0,5,0,0,1,0,0,0,2,0,0,0,3,2,0,2,1,4,0,0,4,1,0,2,6,5,2,6,8,6,7,7,0,0,0,0,0,1
"Ç†ÇÌÇƒ",4,2,5,1,1,3,3,1,3,0,3,0,1,0,1,0,0,0,1,0,0,1,0,2,1,1,1,2,7,0,0,2,1,0,4,6,3,2,5,13,5,8,5,3,0,0,0,0,0
"Ç¢ÇÕ",5,23,8,1,1,14,10,0,3,1,10,0,18,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ç±ÇÃê¢",3,4,6,0,0,2,12,0,0,2,5,0,11,0,0,3,0,3,0,0,0,2,0,0,0,16,5,1,2,0,0,1,0,1,0,2,1,3,6,0,6,0,3,1,0,0,0,0,0
"ç°í©",5,4,3,0,0,2,6,0,6,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,4,0,0,9,0,0,3,14,7,12,0,10,0,0,6,1,0,2,0,0,0
"óˆêl",13,10,2,10,2,1,5,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,11,3,2,1,0,6,0,0,0,0,1,6,0,7,10,0,0,2,0,0,0,0,0,0
"ë≈Ç¡",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,60,1,0,4,3,2,2,4,4,2,2,3,3,0,0,0,0,0
"éÃÇƒ",4,4,15,0,0,4,4,0,0,0,5,0,6,0,1,0,1,0,1,2,0,0,0,1,1,0,0,6,1,1,0,1,0,0,5,2,0,1,15,8,0,10,0,2,0,0,0,0,0
"éc",8,10,5,1,0,13,14,0,7,0,13,1,21,1,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"écÇµ",5,2,2,0,0,1,10,0,3,1,8,0,13,0,0,1,4,0,0,3,0,2,0,1,1,3,0,0,5,0,0,0,0,0,1,4,1,7,1,6,7,5,3,0,0,0,1,0,0
"éÜ",0,2,5,0,0,5,2,0,7,0,8,0,13,0,3,1,0,1,1,1,0,0,0,4,2,0,0,0,5,0,0,2,0,0,2,4,2,1,6,7,3,6,5,0,2,0,1,0,0
"ëSÇ≠",7,9,7,2,0,5,6,0,2,1,8,0,7,2,0,1,0,0,0,0,3,0,0,0,5,3,10,2,8,0,1,5,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
"â¡",16,19,6,1,2,6,6,0,5,0,5,0,11,1,1,2,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"àÛè€",6,4,2,0,1,6,6,0,4,1,10,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,2,1,3,5,5,0,0,7,1,0,13,0,0,0,0,0,1
"â\",10,7,10,0,2,3,3,0,26,0,13,4,3,2,1,0,0,0,1,0,0,0,0,1,5,0,0,1,1,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"â∑êÚ",2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,23,2,0,0,27,0,2,8,0,0,0,4,0,13,1,1,3,0,0,0,0,0,0,0,0
"âªèœ",4,5,0,0,0,3,4,0,0,0,3,0,2,1,1,4,0,0,3,0,0,0,0,2,1,4,0,5,2,5,1,0,0,0,1,4,5,3,2,14,5,6,8,0,0,0,0,0,1
"ìy",0,4,22,2,0,1,1,1,2,1,16,1,9,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,1,4,0,1,7,5,0,5,4,0,0,0,0,0,0
"íÌ",6,10,4,0,0,3,0,0,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,9,2,0,10,0,0,2,0,0,1,2,2,6,9,6,0,3,0,0,0,0,0,0,0
"êU",8,3,15,0,3,11,17,1,15,0,8,2,6,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"íºÇÆ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7,7,8,23,2,6,13,2,1,4,3,2,1,0,0,0,0,0,0,1,0,0,0,1
"éÌ",11,14,12,0,0,15,8,1,1,1,6,0,10,1,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,2,0,0,1,6,1,0,0,1,1,1,0,0,0,0,0,0,0
"äœîO",7,19,4,0,0,16,11,0,2,3,25,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ÇªÇÃÇ‡ÇÃ",7,6,1,0,1,6,10,1,0,0,11,0,21,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,2,0,0,4,1,0,2,0,1,1,3,2,2,1,4,1,0,1,0,0,1
"ÇŸÇÒÇÃ",3,3,7,2,1,1,8,0,4,0,7,0,9,1,1,1,0,0,0,0,1,0,0,0,1,1,5,3,4,1,1,2,2,0,1,1,2,0,1,8,3,6,4,2,0,0,1,0,0
"Ç‡Ç§àÍìx",3,7,8,0,1,8,8,0,6,1,6,1,11,1,0,0,0,2,0,1,1,0,0,2,1,0,5,0,5,3,0,0,0,0,1,4,1,3,1,4,1,1,0,0,0,0,0,0,1
"â∆ë∞",8,8,11,2,1,0,5,0,3,1,5,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0,7,1,0,0,9,2,1,1,18,0,2,1,0,0,0,1,0,1
"àƒì‡",7,2,6,0,3,2,9,0,4,0,3,0,27,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,2,0,1,2,1,0,3,2,1,2,1,7,1,3,1,0,0,0,1,0,0
"é–âÔ",2,1,7,0,0,35,25,1,0,0,20,0,2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"åQ",6,6,6,1,1,3,3,1,4,0,5,2,4,1,1,0,1,1,0,0,0,2,0,2,8,0,0,0,6,1,0,1,5,0,1,11,9,0,5,0,0,1,0,0,0,0,0,0,0
"ïç",7,4,7,0,0,7,16,0,4,1,20,0,18,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
"Ç¢Ç´Ç»ÇË",1,2,3,0,0,1,3,2,2,0,10,0,4,2,0,1,0,1,1,2,0,2,0,0,5,2,4,0,7,0,0,5,1,1,3,3,2,1,4,15,0,3,4,0,0,0,0,0,0
"Ç¢ÇÁ",21,7,3,0,2,13,11,0,8,0,5,0,0,3,0,0,0,0,0,1,0,0,0,2,0,3,0,0,3,0,0,0,2,3,0,4,0,0,1,2,1,0,2,0,0,0,0,0,0
"Ç™Çø",0,16,7,1,3,11,5,0,5,0,6,1,10,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,11,3,4,3,0,0,0,0,0,0
"Ç√",6,8,9,1,0,26,13,1,6,0,9,0,6,2,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Ç‘Ç¬",3,12,10,0,0,13,12,10,8,1,9,0,11,1,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ç‡Çø",3,15,10,0,0,11,6,0,4,1,11,1,3,0,1,0,0,0,0,2,0,1,0,0,1,0,2,1,4,0,0,3,0,1,1,1,2,1,1,1,3,1,5,0,0,0,0,0,0
"ÇÌÇ©Ç¡",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,5,0,4,5,7,2,4,8,17,14,4,14,4,0,1,0,0,2
"ñ‚",10,10,6,0,2,11,12,0,2,1,5,0,3,1,0,0,1,0,0,2,1,0,1,3,4,7,3,4,4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"ñ‚ëË",8,10,5,0,1,9,8,0,3,2,18,0,6,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,13,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"çì˙",2,1,4,0,0,0,3,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,7,1,1,12,6,3,6,10,22,1,0,6,0,0,3,0,0,0
"åàêS",27,12,9,0,0,9,13,1,2,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,3,2,1,0,0,1,0,0,0,0,0,0
"î≠å©",6,4,6,2,1,6,14,1,4,1,17,0,6,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,5,3,0,1,10,0,1,2,0,0,0,0,1,0,0,0,0,0
"ÇÕÇÁ",9,14,13,0,3,8,12,2,6,0,5,0,14,1,0,4,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"èÊÇ¡",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,11,0,2,4,1,5,2,4,9,1,5,26,0,10,7,2,0,0,0,0,0
"âiÇ¢",1,7,11,0,1,4,18,1,9,1,15,2,20,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"èd",6,6,2,0,0,4,5,0,3,1,3,0,15,4,0,0,0,1,0,1,0,2,0,1,0,0,2,0,2,1,0,3,0,0,2,5,10,5,0,8,1,3,0,0,0,0,0,0,0
"äÁêF",2,4,2,0,0,5,1,0,0,1,7,0,5,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1,1,7,0,0,5,6,7,1,2,19,5,1,7,0,0,0,0,0,0
"Ç¢ÇÎÇ¢ÇÎ",3,2,0,1,0,4,2,0,2,2,8,0,2,3,0,0,0,0,2,0,0,1,1,3,1,9,2,1,1,0,2,11,0,1,0,4,4,0,2,13,0,6,2,0,0,0,0,0,0
"è„ÇÈ",4,7,7,1,2,8,9,0,9,0,4,0,7,2,1,2,0,1,0,2,1,4,1,4,2,0,9,0,3,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"ïsévãc",12,1,5,0,0,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,4,3,3,14,0,4,6,1,2,3,11,2,3,6,0,0,0,0,0,0,0,0,0,0
"éñ",15,6,17,0,1,10,10,1,4,0,4,0,16,3,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
"èóÇÃéq",2,6,1,1,0,2,3,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,1,0,7,0,1,0,0,0,0,17,2,4,7,18,2,6,3,1,0,1,0,0,0
"éö",2,13,3,0,3,4,0,2,4,3,10,0,7,2,1,1,0,1,0,0,0,2,0,0,2,4,1,0,4,0,1,1,0,0,0,2,4,0,0,4,0,0,2,0,7,5,0,0,0
"ë≈ÇΩ",1,3,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5,0,0,40,2,1,3,3,2,3,6,5,1,2,7,0,0,0,0,0,0
"ñæÇÁÇ©",5,12,2,0,0,2,0,0,1,2,4,0,4,0,0,0,0,0,1,0,5,0,0,0,0,0,7,0,3,0,0,7,1,0,0,3,1,0,9,7,5,4,10,0,0,0,0,0,0
"çgót",0,0,1,0,0,0,0,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,25,0,0,0,4,0,13,0,1,3,0,0,0,0,0,0,0,0
"îñÇ¢",1,1,5,0,0,7,4,0,4,0,5,0,11,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,3,0,2,4,0,4,8,3,2,5,6,5,2,5,1,0,0,0,0,0
"Ç†ÇÒÇ»",4,5,7,0,2,5,11,0,2,0,6,0,2,0,3,0,0,0,1,1,0,0,0,3,8,2,3,3,10,0,1,1,2,0,0,3,0,0,1,5,0,0,3,0,0,0,0,0,0
"Ç§ÇØ",10,14,7,0,2,7,9,0,12,0,16,1,9,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"àÍèu",8,9,7,0,0,4,9,0,5,1,4,2,8,4,2,7,4,1,1,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0
"éñé¿",2,7,12,0,0,6,10,1,3,1,10,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,2,1,4,0,12,1,0,2,1,4,0,1,0,0,0,0,0,0
"âÔÇ¡",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,4,4,4,1,4,8,9,3,4,28,2,7,7,0,0,0,0,0,0
"í·Ç¢",2,3,3,0,1,1,7,1,6,0,11,0,10,1,0,1,0,4,1,1,0,2,0,1,0,0,0,0,7,1,0,0,1,0,1,3,2,2,1,5,4,7,4,0,0,0,0,0,0
"ã©ÇÒ",2,4,5,0,3,9,8,2,12,0,8,0,6,0,2,1,0,3,0,0,6,1,0,1,1,0,1,0,5,1,0,0,0,0,0,3,0,0,7,2,0,0,1,0,0,0,0,0,0
"é∏",10,6,10,0,1,7,19,1,7,1,10,3,10,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ï`Ç¢",0,2,1,0,0,0,3,0,3,1,9,0,8,1,0,0,0,0,1,0,0,0,2,1,4,0,1,1,4,0,0,4,1,0,2,4,5,1,0,1,1,2,28,2,0,1,0,0,0
"ïÉêe",8,0,9,0,0,28,7,0,9,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,2,7,1,1,1,0,0,0,0,0,0
"åãâ ",8,10,9,0,1,9,9,0,3,0,17,0,8,0,0,0,0,0,1,0,2,0,0,0,2,0,3,2,1,0,1,3,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"à‡",5,23,13,0,5,9,10,0,2,0,17,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"í ",12,4,4,1,0,7,12,0,1,0,7,0,14,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,4,3,0,6,4,0,2,0,0,3,0,0,0,0
"Ç†Ç¢",1,1,2,0,0,1,4,0,8,1,3,2,3,2,0,0,0,0,0,0,0,0,1,0,1,1,3,0,5,0,0,4,0,1,1,7,6,1,5,9,5,3,8,2,0,0,1,0,1
"Ç†Ç™Ç¡",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,3,1,11,39,7,13,8,3,0,0,0,0,2
"Ç¢Ç≠ÇÁ",2,1,5,1,0,6,7,0,3,1,3,1,4,1,2,1,0,0,4,0,0,2,0,0,0,1,4,0,0,0,2,4,0,1,2,4,6,1,8,6,1,3,6,0,0,0,0,0,0
